n,p,ak,bk,bs,k0,k1
4,5,0.0023699015551243248,0.20732488921273035,0.8130261796333389,0.26759492831744114,0.3105605522281091
3,5,0.03232994858684759,0.48031582073040374,0.6550731974265046,0.6352862624835132,0.5711149481085392
3,5,0.001599646466354552,0.1094411941751108,0.9517635464632204,0.48653139824619523,0.6014733175216208
4,3,0.0034324607891269977,0.2816039727880966,0.8986221012775673,0.42746604050363673,0.4891438792742754
3,3,0.011196236128993075,0.31289320016075833,0.7880748908378001,0.49268040702067756,0.5741069611575768
2,3,0.008890131028022632,0.22610327148045967,0.8032669445659739,0.5469141989213163,0.6580986113544562
5,3,0.011764766304174574,0.38160962651838315,0.9089465401330591,0.6451827750975794,0.6617331651962018
4,4,0.0011308552567448036,0.25451394731500715,0.9666440236516471,0.5615170334905333,0.7015439677464004
4,5,0.025451874174588864,0.22836699147333017,0.665652937370039,0.4375776303805837,0.5950253688853859
4,5,0.027976884691314374,0.23985360120145954,0.6908881329706074,0.4361365458436226,0.5458345927920771
4,5,0.0037012002280714866,0.17093656905890048,0.8923683348412306,0.4966984018307641,0.7339880978610862
2,4,0.007565698096778349,0.38171892299517624,0.7437211038888103,0.743202479666172,0.7245340141519074
4,4,0.004877837063737057,0.2647478481897929,0.8852845445972142,0.5036945099356229,0.5929999663282568
4,5,0.004030516567720245,0.09115245482807412,0.931318195944506,0.42181263678440184,0.6029582821202384
3,5,0.028404124449254723,0.38452671687927903,0.6227442605902309,0.6219653460642478,0.7060693042418309
4,4,0.012289123963691247,0.28490783115895185,0.7759927179405935,0.5614870640453544,0.7242047601306785
3,5,0.045489331892265644,0.37172178085113844,0.607177319320816,0.6205337223158895,0.6522003260846516
4,4,0.018185647144661837,0.20458825222018784,0.7594902919057904,0.3236996415837356,0.39969487845925455
4,5,0.019365984376273463,0.3382170341737403,0.6919591036513306,0.5639071577701507,0.6855258987880737
2,5,0.004459279203926473,0.35931291152869016,0.7339978871396811,0.5059003773745623,0.41067891955844926
2,5,0.006303975480757682,0.4182915573384502,0.8138799854649834,0.7319146273357997,0.5464850767402254
4,4,0.006420830963540352,0.1979667415587601,0.7487109676786784,0.3256293444051298,0.4459201608152942
3,5,0.0019558732003950065,0.16556823760471523,0.9652563393212827,0.5424932173716523,0.691113921027533
5,5,0.03347164766962256,0.3270353107888162,0.7472052723470295,0.6422960626785861,0.7439924548458097
2,3,0.0026055013956815835,0.13536343278248558,0.8834109573250148,0.447898146539382,0.6055227815692255
2,4,0.01448497454473369,0.49104458028115455,0.7448823820520851,0.7498243151219546,0.5439331736051546
